date,district,division,lat,lon,temp_c,humidity,wind_speed,clouds,aqi,pm2_5,o3,no2,so2,co
2025-10-20,Thakurgaon,Rangpur,23.773143,90.359163,33.02,52,2.06,0,3,45.39,115.54,1.75,3.77,283.02
2025-10-21,Bagerhat,Khulna,22.655478,89.794181,32.47,46,2.95,1,4,57.27,103.94,1.02,3.38,343.38
2025-10-21,Bandarban,Chattogram,21.787476,92.412475,35.25,44,1.05,10,1,5.58,41.85,0.13,0.08,188.65
2025-10-21,Barguna,Barishal,22.131336,90.117243,31.31,58,3.29,3,2,18.45,82.54,0.15,0.44,186.32
2025-10-21,Barishal,Barishal,22.493403,90.354801,31.58,56,3.04,0,3,29.14,90.69,0.36,1.63,216.25
2025-10-21,Bhola,Barishal,22.143569,90.790409,29.27,68,3.32,4,2,10.84,67.51,0.15,0.28,164.85
2025-10-21,Bogura,Rajshahi,24.850066,89.372843,31.01,49,3.9,0,4,54.35,126.66,2.19,7.16,265.22
2025-10-21,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,62,1.54,40,5,77.1,145.49,2.55,8.62,458.5
2025-10-21,Chandpur,Chattogram,23.224176,90.6531,31.21,59,1.89,0,4,67.49,120.43,1.4,10.52,334.09
2025-10-21,Chapai Nawabganj,Rajshahi,24.599887,88.285047,31.56,50,3.95,0,5,126.99,135.31,6.31,25.45,492.26
2025-10-21,Chattogram,Chattogram,22.333778,91.834435,30.48,67,2.95,2,2,21.86,92.97,0.98,1.5,226.17
2025-10-21,Chuadanga,Khulna,23.643661,88.846448,31.78,49,4.23,0,5,130.03,181.91,11.43,33.66,751.82
2025-10-21,Cox's Bazar,Chattogram,21.176647,92.003505,29.46,73,4.13,14,1,5.21,37.1,0.05,0.07,182.37
2025-10-21,Cumilla,Chattogram,23.461061,91.180875,31.36,65,2.55,0,4,54.65,122.65,1.5,6.77,332.86
2025-10-21,Dhaka,Dhaka,23.764386,90.389014,33.98,49,1.54,0,4,56.14,125.3,2.06,6.3,322.69
2025-10-21,Dinajpur,Rangpur,25.626071,88.634623,30.18,56,2.0,0,4,70.18,134.78,2.19,9.14,284.11
2025-10-21,Faridpur,Dhaka,23.604018,89.841554,31.69,47,4.22,0,4,57.33,126.5,2.32,5.62,338.42
2025-10-21,Feni,Chattogram,23.01276,91.404923,31.14,67,2.62,0,3,35.91,106.02,1.06,2.65,275.41
2025-10-21,Gaibandha,Rangpur,25.086001,89.869644,31.27,54,1.27,0,4,53.49,116.95,1.63,2.7,310.36
2025-10-21,Gazipur,Dhaka,23.999756,90.417363,34.01,49,1.54,0,4,60.66,130.41,2.44,7.03,350.63
2025-10-21,Gopalganj,Dhaka,23.004994,89.830318,32.21,47,3.38,0,3,49.95,116.59,1.31,5.89,292.13
2025-10-21,Habiganj,Sylhet,24.374603,91.414027,32.27,57,1.67,0,4,60.7,133.95,3.44,7.67,406.57
2025-10-21,Jamalpur,Mymensingh,24.925587,89.943668,31.25,55,1.06,0,4,52.56,117.83,1.67,2.53,306.59
2025-10-21,Jashore,Khulna,23.166526,89.209442,31.3,51,4.12,0,5,94.18,149.76,4.21,14.16,524.29
2025-10-21,Jhalokathi,Barishal,22.56239,90.174282,31.73,54,2.93,1,3,33.09,93.12,0.41,1.68,227.75
2025-10-21,Jhenaidah,Khulna,23.544696,89.173194,31.3,51,4.33,0,5,115.23,172.68,8.21,25.1,653.63
2025-10-21,Joypurhat,Rajshahi,25.111402,88.98842,30.45,54,3.34,0,4,71.26,146.53,3.94,17.78,284.75
2025-10-21,Khagrachhari,Chattogram,23.1078,91.988996,34.11,49,1.08,1,4,52.26,118.11,1.84,2.5,376.3
2025-10-21,Khulna,Khulna,22.937209,89.285274,31.3,51,3.97,0,5,90.97,142.91,3.18,11.63,504.91
2025-10-21,Kishoreganj,Dhaka,24.433982,90.785723,31.95,54,1.94,0,3,30.27,123.79,1.89,6.17,213.27
2025-10-21,Kurigram,Rangpur,25.813013,89.643052,29.16,61,3.95,0,3,44.24,114.74,1.21,2.19,264.5
2025-10-21,Kushtia,Khulna,23.898795,89.129554,31.48,49,4.28,0,5,102.81,158.07,8.92,24.63,609.77
2025-10-21,Lakshmipur,Chattogram,22.944537,90.827635,31.75,58,2.5,1,3,34.79,100.12,0.65,3.97,237.4
2025-10-21,Lalmonirhat,Rangpur,25.916351,89.446139,30.1,53,2.67,0,3,42.17,113.77,1.07,1.8,243.68
2025-10-21,Madaripur,Dhaka,23.167518,90.204727,32.37,46,2.85,0,3,44.29,112.45,0.93,6.25,254.58
2025-10-21,Magura,Khulna,23.488077,89.420182,31.64,47,4.12,0,4,70.18,132.79,2.73,7.67,401.69
2025-10-21,Manikganj,Dhaka,23.832984,89.966688,31.76,46,3.23,0,4,60.75,127.64,2.69,4.73,362.58
2025-10-21,Meherpur,Khulna,23.781785,88.636937,32.39,45,4.2,0,5,137.14,178.43,10.41,33.15,739.28
2025-10-21,Moulvibazar,Sylhet,24.488082,91.763018,30.77,63,1.78,0,3,34.59,102.74,2.5,4.62,291.61
2025-10-21,Munshiganj,Dhaka,23.54838,90.534972,33.06,47,2.22,0,4,58.9,123.61,1.67,8.59,316.33
2025-10-21,Mymensingh,Mymensingh,24.888931,90.384519,31.12,56,0.7,0,4,55.38,120.9,2.0,3.51,331.79
2025-10-21,Naogaon,Rajshahi,24.807323,88.944545,31.0,53,3.75,0,5,79.36,146.42,4.11,17.44,331.96
2025-10-21,Narail,Khulna,25.074884,90.391651,31.31,54,0.89,0,4,59.64,120.59,2.0,3.49,351.21
2025-10-21,Narayanganj,Dhaka,23.623673,90.498807,34.01,45,2.32,0,4,59.78,127.01,2.06,7.81,333.49
2025-10-21,Narsingdi,Dhaka,23.919715,90.715298,32.02,55,2.37,0,4,61.38,132.85,2.39,8.72,349.38
2025-10-21,Natore,Rajshahi,24.413185,88.986668,31.64,49,4.11,0,5,95.55,146.22,4.45,16.76,426.48
2025-10-21,Netrokona,Mymensingh,24.891567,90.712533,31.87,54,1.18,0,4,50.33,125.99,2.19,4.96,307.46
2025-10-21,Nilphamari,Rangpur,25.933927,88.853459,30.0,54,1.93,0,4,62.4,126.83,2.02,7.84,270.84
2025-10-21,Noakhali,Chattogram,22.25408,91.17144,27.73,77,3.86,3,2,15.83,79.31,0.37,0.92,182.68
2025-10-21,Pabna,Rajshahi,24.006808,89.244834,31.7,47,4.3,0,5,75.45,139.13,4.73,12.85,429.19
2025-10-21,Panchagarh,Rangpur,26.320945,88.547114,30.46,52,1.15,0,5,79.8,129.1,1.92,7.63,349.83
2025-10-21,Patuakhali,Barishal,22.008424,90.382683,30.57,64,3.08,4,2,15.91,77.53,0.15,0.39,179.16
2025-10-21,Pirojpur,Barishal,22.50956,90.00725,31.82,52,3.0,2,3,33.09,93.12,0.41,1.68,227.75
2025-10-21,Rajbari,Dhaka,23.739837,89.570413,31.96,45,4.37,0,4,67.01,132.32,2.85,7.28,391.58
2025-10-21,Rajshahi,Rajshahi,24.628543,89.037686,31.28,50,3.94,0,4,72.24,136.68,3.26,12.09,329.96
2025-10-21,Rangamati,Chattogram,22.650921,92.181433,32.62,54,0.56,3,3,27.39,108.66,2.22,2.41,262.28
2025-10-21,Rangpur,Rangpur,25.637614,89.082638,30.1,53,2.64,0,4,59.07,127.69,2.17,7.33,268.18
2025-10-21,Satkhira,Khulna,22.716651,89.074986,31.3,52,4.03,0,5,109.82,165.38,3.05,14.26,580.4
2025-10-21,Shariatpur,Dhaka,23.213284,90.348125,31.43,51,2.23,0,3,48.55,119.97,1.17,8.22,264.36
2025-10-21,Sherpur,Mymensingh,25.022837,90.014974,31.29,55,0.71,0,4,59.28,117.34,1.83,3.07,349.5
2025-10-21,Sirajganj,Rajshahi,24.457224,89.705705,28.75,61,4.1,0,3,46.23,118.84,1.51,2.19,265.16
2025-10-21,Sunamganj,Sylhet,25.067103,91.398582,33.28,51,0.55,0,5,86.24,174.87,7.25,11.94,533.65
2025-10-21,Sylhet,Sylhet,24.89922,91.868527,31.28,55,0.74,0,2,15.78,88.55,1.88,1.26,194.35
2025-10-21,Tangail,Dhaka,24.273851,89.937591,30.16,57,2.76,0,4,54.04,122.29,2.08,3.04,320.22
2025-10-21,Thakurgaon,Rangpur,23.773143,90.359163,34.02,49,1.54,0,4,56.14,125.3,2.06,6.3,322.69
2025-10-22,Bagerhat,Khulna,22.655478,89.794181,32.31,44,2.16,0,4,73.24,117.5,1.15,6.94,416.8
2025-10-22,Bandarban,Chattogram,21.787476,92.412475,35.25,43,1.56,25,2,20.76,92.12,0.64,1.19,219.48
2025-10-22,Barguna,Barishal,22.131336,90.117243,31.3,60,3.15,4,3,27.19,94.89,0.17,1.33,198.91
2025-10-22,Barishal,Barishal,22.493403,90.354801,31.43,59,2.94,3,3,32.18,94.35,0.3,1.89,219.16
2025-10-22,Bhola,Barishal,22.143569,90.790409,29.32,68,3.47,4,2,18.84,73.35,0.11,0.64,190.51
2025-10-22,Bogura,Rajshahi,24.850066,89.372843,30.82,51,3.27,0,5,75.65,141.07,3.58,11.38,384.79
2025-10-22,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,62,2.06,40,4,71.04,147.02,1.93,14.18,362.78
2025-10-22,Chandpur,Chattogram,23.224176,90.6531,31.09,57,1.74,0,4,50.53,113.57,1.0,5.26,274.88
2025-10-22,Chapai Nawabganj,Rajshahi,24.599887,88.285047,31.18,48,3.09,0,5,140.39,130.44,4.09,18.92,560.94
2025-10-22,Chattogram,Chattogram,22.333778,91.834435,30.64,65,3.17,6,3,31.97,111.76,0.97,2.31,238.63
2025-10-22,Chuadanga,Khulna,23.643661,88.846448,31.52,44,3.19,0,5,212.23,209.27,17.81,75.61,968.24
2025-10-22,Cox's Bazar,Chattogram,21.176647,92.003505,29.4,74,4.61,24,2,13.19,70.64,0.19,0.34,188.62
2025-10-22,Cumilla,Chattogram,23.461061,91.180875,31.1,62,2.23,0,3,49.23,119.0,1.13,8.07,287.38
2025-10-22,Dhaka,Dhaka,23.764386,90.389014,31.98,62,2.06,20,4,50.11,123.19,1.76,5.2,293.5
2025-10-22,Dinajpur,Rangpur,25.626071,88.634623,29.87,51,1.52,1,4,55.24,133.67,2.61,10.56,260.37
2025-10-22,Faridpur,Dhaka,23.604018,89.841554,31.65,43,2.39,0,4,70.57,134.63,2.53,8.03,389.04
2025-10-22,Feni,Chattogram,23.01276,91.404923,30.76,65,3.22,1,3,28.96,95.92,0.55,3.24,228.4
2025-10-22,Gaibandha,Rangpur,25.086001,89.869644,31.08,54,1.39,0,3,40.52,119.11,1.33,2.12,257.54
2025-10-22,Gazipur,Dhaka,23.999756,90.417363,32.01,62,2.06,20,4,52.08,131.51,1.85,8.24,287.85
2025-10-22,Gopalganj,Dhaka,23.004994,89.830318,31.65,45,2.44,0,4,59.24,120.27,1.28,7.19,329.26
2025-10-22,Habiganj,Sylhet,24.374603,91.414027,32.4,55,1.41,0,4,53.13,134.33,2.48,10.01,322.65
2025-10-22,Jamalpur,Mymensingh,24.925587,89.943668,31.08,54,1.57,0,4,52.13,123.92,1.83,2.81,311.98
2025-10-22,Jashore,Khulna,23.166526,89.209442,31.25,45,3.15,0,5,149.17,183.45,6.85,36.81,698.89
2025-10-22,Jhalokathi,Barishal,22.56239,90.174282,31.41,57,2.6,2,3,35.66,97.66,0.33,2.14,224.92
2025-10-22,Jhenaidah,Khulna,23.544696,89.173194,30.97,46,2.98,0,5,191.68,205.56,13.24,59.13,869.21
2025-10-22,Joypurhat,Rajshahi,25.111402,88.98842,30.06,52,2.83,0,4,60.71,144.84,4.87,22.36,267.25
2025-10-22,Khagrachhari,Chattogram,23.1078,91.988996,33.65,47,1.49,3,3,26.66,95.94,0.72,2.83,224.03
2025-10-22,Khulna,Khulna,22.937209,89.285274,31.34,45,2.99,0,5,136.33,175.79,5.34,32.48,656.01
2025-10-22,Kishoreganj,Dhaka,24.433982,90.785723,32.39,51,1.59,0,3,33.35,121.53,1.5,6.21,222.52
2025-10-22,Kurigram,Rangpur,25.813013,89.643052,28.98,60,3.5,0,3,43.54,117.27,1.35,2.29,276.52
2025-10-22,Kushtia,Khulna,23.898795,89.129554,31.16,44,2.91,0,5,164.72,180.71,12.91,53.15,785.71
2025-10-22,Lakshmipur,Chattogram,22.944537,90.827635,31.68,58,2.46,0,3,33.19,97.82,0.47,2.63,231.96
2025-10-22,Lalmonirhat,Rangpur,25.916351,89.446139,29.98,53,2.36,0,3,47.07,120.27,1.45,2.43,290.32
2025-10-22,Madaripur,Dhaka,23.167518,90.204727,31.82,50,2.18,0,3,37.23,105.51,0.64,3.07,231.06
2025-10-22,Magura,Khulna,23.488077,89.420182,31.33,43,2.65,0,5,114.5,162.56,3.46,18.69,559.41
2025-10-22,Manikganj,Dhaka,23.832984,89.966688,31.43,46,2.27,0,5,75.56,138.84,3.02,7.85,418.57
2025-10-22,Meherpur,Khulna,23.781785,88.636937,32.06,41,3.25,0,5,203.15,192.03,14.03,64.18,884.34
2025-10-22,Moulvibazar,Sylhet,24.488082,91.763018,30.73,64,1.19,0,4,54.67,131.88,2.54,6.33,350.76
2025-10-22,Munshiganj,Dhaka,23.54838,90.534972,32.97,45,1.76,0,3,46.8,118.16,1.21,5.66,264.64
2025-10-22,Mymensingh,Mymensingh,24.888931,90.384519,31.06,57,0.09,0,3,44.19,122.41,1.62,2.72,276.75
2025-10-22,Naogaon,Rajshahi,24.807323,88.944545,30.69,48,3.03,0,5,82.79,148.29,5.4,24.07,360.59
2025-10-22,Narail,Khulna,25.074884,90.391651,31.19,56,0.61,0,3,37.39,120.6,1.28,2.19,243.03
2025-10-22,Narayanganj,Dhaka,23.623673,90.498807,32.01,44,1.91,0,3,49.44,124.84,1.53,6.95,276.25
2025-10-22,Narsingdi,Dhaka,23.919715,90.715298,31.94,51,1.91,0,3,47.89,132.93,1.46,10.41,251.05
2025-10-22,Natore,Rajshahi,24.413185,88.986668,31.41,43,3.16,0,5,126.95,155.21,6.47,27.5,547.41
2025-10-22,Netrokona,Mymensingh,24.891567,90.712533,32.04,54,0.45,0,3,48.26,132.93,2.06,4.76,291.18
2025-10-22,Nilphamari,Rangpur,25.933927,88.853459,29.78,51,1.53,1,3,48.9,128.36,2.4,9.15,255.32
2025-10-22,Noakhali,Chattogram,22.25408,91.17144,27.85,74,3.92,4,2,21.02,79.44,0.16,0.67,198.28
2025-10-22,Pabna,Rajshahi,24.006808,89.244834,31.44,43,2.88,0,5,123.4,162.57,6.96,27.68,600.9
2025-10-22,Panchagarh,Rangpur,26.320945,88.547114,30.27,47,0.47,1,5,80.02,132.05,2.39,8.84,414.56
2025-10-22,Patuakhali,Barishal,22.008424,90.382683,30.56,65,3.05,5,2,24.41,87.71,0.15,1.1,196.11
2025-10-22,Pirojpur,Barishal,22.50956,90.00725,31.32,54,2.53,2,3,35.66,97.66,0.33,2.14,224.92
2025-10-22,Rajbari,Dhaka,23.739837,89.570413,31.81,40,2.21,0,5,110.15,160.88,3.61,17.23,546.1
2025-10-22,Rajshahi,Rajshahi,24.628543,89.037686,31.02,46,3.13,0,5,96.27,148.09,4.91,19.27,444.23
2025-10-22,Rangamati,Chattogram,22.650921,92.181433,32.81,51,1.18,6,3,37.84,117.86,1.96,3.39,282.68
2025-10-22,Rangpur,Rangpur,25.637614,89.082638,29.77,53,2.35,0,3,47.9,130.22,2.51,8.7,251.18
2025-10-22,Satkhira,Khulna,22.716651,89.074986,31.42,46,3.35,0,5,157.08,209.66,6.14,47.22,720.6
2025-10-22,Shariatpur,Dhaka,23.213284,90.348125,31.04,53,1.82,0,3,37.81,109.4,0.77,3.46,231.24
2025-10-22,Sherpur,Mymensingh,25.022837,90.014974,31.13,55,0.71,0,3,28.23,111.58,0.75,1.26,201.75
2025-10-22,Sirajganj,Rajshahi,24.457224,89.705705,28.67,60,3.37,0,5,80.68,138.8,2.94,5.83,436.92
2025-10-22,Sunamganj,Sylhet,25.067103,91.398582,32.41,52,1.49,0,5,86.08,183.02,6.67,12.32,530.95
2025-10-22,Sylhet,Sylhet,24.89922,91.868527,31.11,57,1.07,0,3,35.45,115.28,2.38,2.07,270.01
2025-10-22,Tangail,Dhaka,24.273851,89.937591,30.17,56,2.63,0,5,75.41,135.31,2.89,5.41,420.28
2025-10-22,Thakurgaon,Rangpur,23.773143,90.359163,32.02,62,2.06,20,4,50.11,123.19,1.76,5.2,293.5
2025-10-23,Bagerhat,Khulna,22.655478,89.794181,32.39,48,1.42,2,5,94.78,125.2,1.12,12.45,465.36
2025-10-23,Bandarban,Chattogram,21.787476,92.412475,34.93,43,1.24,5,2,15.43,72.13,0.27,0.32,197.19
2025-10-23,Barguna,Barishal,22.131336,90.117243,30.98,55,1.32,3,3,27.52,80.26,0.1,1.21,196.68
2025-10-23,Barishal,Barishal,22.493403,90.354801,31.35,53,1.57,2,3,39.37,94.81,0.24,2.48,224.88
2025-10-23,Bhola,Barishal,22.143569,90.790409,29.07,63,1.74,6,2,23.29,73.35,0.06,0.74,194.78
2025-10-23,Bogura,Rajshahi,24.850066,89.372843,30.61,52,2.35,2,5,89.23,146.89,4.8,21.76,429.15
2025-10-23,Brahmanbaria,Chattogram,23.9606,91.119089,34.06,62,2.06,40,4,70.92,125.39,1.45,7.09,350.53
2025-10-23,Chandpur,Chattogram,23.224176,90.6531,30.95,55,0.85,0,3,41.21,102.9,0.53,2.84,232.28
2025-10-23,Chapai Nawabganj,Rajshahi,24.599887,88.285047,31.32,44,2.11,2,5,170.05,137.13,5.87,40.67,752.19
2025-10-23,Chattogram,Chattogram,22.333778,91.834435,33.93,62,3.6,40,3,35.32,114.75,0.76,2.0,244.31
2025-10-23,Chuadanga,Khulna,23.643661,88.846448,31.85,41,1.76,0,5,256.53,241.69,21.25,81.06,1212.6
2025-10-23,Cox's Bazar,Chattogram,21.176647,92.003505,29.32,74,3.64,5,2,17.2,75.1,0.18,0.31,200.45
2025-10-23,Cumilla,Chattogram,23.461061,91.180875,31.02,63,1.61,1,4,61.38,118.1,0.94,4.67,310.29
2025-10-23,Dhaka,Dhaka,23.764386,90.389014,32.98,62,1.54,40,4,66.52,128.94,1.96,5.81,342.94
2025-10-23,Dinajpur,Rangpur,25.626071,88.634623,29.64,54,2.18,55,5,99.83,153.93,5.6,23.02,490.39
2025-10-23,Faridpur,Dhaka,23.604018,89.841554,31.83,41,1.41,0,5,97.22,153.9,2.92,16.38,460.02
2025-10-23,Feni,Chattogram,23.01276,91.404923,30.97,67,2.28,2,4,57.74,126.82,0.95,4.19,304.65
2025-10-23,Gaibandha,Rangpur,25.086001,89.869644,30.86,55,1.76,3,4,57.01,125.98,1.91,3.23,339.43
2025-10-23,Gazipur,Dhaka,23.999756,90.417363,33.0,62,2.06,40,4,72.45,132.1,2.29,6.27,377.15
2025-10-23,Gopalganj,Dhaka,23.004994,89.830318,31.9,47,1.79,1,5,76.55,129.05,1.39,11.48,379.67
2025-10-23,Habiganj,Sylhet,24.374603,91.414027,32.59,57,0.59,0,4,69.21,135.55,2.32,9.84,359.15
2025-10-23,Jamalpur,Mymensingh,24.925587,89.943668,30.89,52,1.82,0,4,68.93,131.59,2.25,5.49,378.59
2025-10-23,Jashore,Khulna,23.166526,89.209442,31.4,47,2.04,0,5,179.01,201.96,7.05,46.1,778.54
2025-10-23,Jhalokathi,Barishal,22.56239,90.174282,31.45,53,1.27,3,3,41.68,95.23,0.28,2.83,230.58
2025-10-23,Jhenaidah,Khulna,23.544696,89.173194,31.42,46,1.64,0,5,226.89,232.83,14.84,67.8,999.99
2025-10-23,Joypurhat,Rajshahi,25.111402,88.98842,30.22,54,2.46,12,5,117.61,167.36,11.6,55.19,531.76
2025-10-23,Khagrachhari,Chattogram,23.1078,91.988996,33.93,47,1.36,2,4,54.78,143.5,1.54,5.64,316.29
2025-10-23,Khulna,Khulna,22.937209,89.285274,31.38,49,2.22,0,5,163.44,187.33,5.11,40.43,714.3
2025-10-23,Kishoreganj,Dhaka,24.433982,90.785723,32.04,51,1.32,0,3,48.7,135.54,1.81,7.33,268.57
2025-10-23,Kurigram,Rangpur,25.813013,89.643052,28.44,62,3.9,58,3,48.19,119.3,1.59,2.35,295.19
2025-10-23,Kushtia,Khulna,23.898795,89.129554,31.51,45,1.49,0,5,214.8,217.4,16.39,64.36,1060.34
2025-10-23,Lakshmipur,Chattogram,22.944537,90.827635,31.59,55,1.75,2,3,45.2,108.13,0.4,2.71,243.47
2025-10-23,Lalmonirhat,Rangpur,25.916351,89.446139,29.63,55,2.96,65,3,48.42,119.44,1.64,2.35,296.34
2025-10-23,Madaripur,Dhaka,23.167518,90.204727,31.92,48,0.96,0,3,42.4,105.57,0.5,2.94,233.44
2025-10-23,Magura,Khulna,23.488077,89.420182,31.6,45,1.66,0,5,152.84,192.31,4.13,35.1,690.77
2025-10-23,Manikganj,Dhaka,23.832984,89.966688,31.62,42,1.78,0,5,106.36,162.62,3.53,17.99,494.6
2025-10-23,Meherpur,Khulna,23.781785,88.636937,32.23,38,1.92,0,5,241.84,213.24,16.74,73.12,1094.88
2025-10-23,Moulvibazar,Sylhet,24.488082,91.763018,31.07,64,1.03,1,4,58.89,125.07,2.28,7.41,338.91
2025-10-23,Munshiganj,Dhaka,23.54838,90.534972,33.26,44,0.3,0,4,51.42,113.91,1.14,3.97,280.0
2025-10-23,Mymensingh,Mymensingh,24.888931,90.384519,31.01,55,1.59,0,4,66.87,134.23,2.44,5.08,378.72
2025-10-23,Naogaon,Rajshahi,24.807323,88.944545,30.76,52,2.47,2,5,127.24,167.04,9.97,47.39,566.1
2025-10-23,Narail,Khulna,25.074884,90.391651,31.09,57,1.77,0,4,66.18,133.41,2.51,4.68,391.2
2025-10-23,Narayanganj,Dhaka,23.623673,90.498807,33.01,42,0.43,0,4,61.94,123.01,1.71,5.12,328.58
2025-10-23,Narsingdi,Dhaka,23.919715,90.715298,32.12,50,0.8,0,4,65.43,124.13,1.94,5.23,355.04
2025-10-23,Natore,Rajshahi,24.413185,88.986668,31.61,46,2.41,0,5,146.52,166.39,6.69,31.75,634.94
2025-10-23,Netrokona,Mymensingh,24.891567,90.712533,31.96,54,1.24,0,4,64.04,144.71,2.78,7.74,361.17
2025-10-23,Nilphamari,Rangpur,25.933927,88.853459,29.27,55,2.12,93,5,80.5,142.4,4.72,18.48,425.02
2025-10-23,Noakhali,Chattogram,22.25408,91.17144,27.56,78,2.46,1,3,31.74,91.8,0.26,1.52,218.57
2025-10-23,Pabna,Rajshahi,24.006808,89.244834,31.67,45,1.43,0,5,163.74,189.63,8.56,41.78,766.11
2025-10-23,Panchagarh,Rangpur,26.320945,88.547114,29.41,53,1.28,86,3,48.86,120.07,1.47,4.94,266.42
2025-10-23,Patuakhali,Barishal,22.008424,90.382683,30.12,57,1.55,5,3,26.11,77.96,0.09,1.05,196.05
2025-10-23,Pirojpur,Barishal,22.50956,90.00725,31.34,53,1.26,3,3,41.68,95.23,0.28,2.83,230.58
2025-10-23,Rajbari,Dhaka,23.739837,89.570413,31.89,42,0.97,0,5,149.45,192.0,4.36,36.16,665.78
2025-10-23,Rajshahi,Rajshahi,24.628543,89.037686,31.05,50,2.49,1,5,123.34,160.03,6.54,31.17,556.8
2025-10-23,Rangamati,Chattogram,22.650921,92.181433,32.27,54,0.41,4,3,39.71,126.04,1.41,3.04,264.5
2025-10-23,Rangpur,Rangpur,25.637614,89.082638,29.74,56,2.48,52,5,77.99,143.55,4.85,17.85,415.24
2025-10-23,Satkhira,Khulna,22.716651,89.074986,31.37,49,2.48,0,5,177.96,208.97,4.85,52.65,725.99
2025-10-23,Shariatpur,Dhaka,23.213284,90.348125,30.93,52,0.48,0,3,40.6,106.73,0.59,2.81,230.54
2025-10-23,Sherpur,Mymensingh,25.022837,90.014974,31.14,52,1.96,1,4,63.42,125.46,2.13,3.05,383.05
2025-10-23,Sirajganj,Rajshahi,24.457224,89.705705,28.36,62,1.23,0,5,107.52,149.69,3.32,14.9,517.84
2025-10-23,Sunamganj,Sylhet,25.067103,91.398582,32.67,53,1.49,0,5,87.54,180.74,9.84,23.96,454.96
2025-10-23,Sylhet,Sylhet,24.89922,91.868527,31.02,59,1.37,0,4,53.2,133.46,3.65,4.32,313.67
2025-10-23,Tangail,Dhaka,24.273851,89.937591,30.48,52,1.46,0,5,97.3,149.44,3.13,12.68,469.63
2025-10-23,Thakurgaon,Rangpur,23.773143,90.359163,33.02,62,1.54,40,4,66.52,128.94,1.96,5.81,342.94
2025-10-24,Bagerhat,Khulna,22.655478,89.794181,32.34,51,0.92,0,2,24.31,66.96,0.2,0.88,209.55
2025-10-24,Bandarban,Chattogram,21.787476,92.412475,34.47,45,1.41,23,1,5.64,50.83,0.17,0.06,178.35
2025-10-24,Barguna,Barishal,22.131336,90.117243,31.07,59,1.63,3,2,11.89,61.21,0.05,0.1,182.87
2025-10-24,Barishal,Barishal,22.493403,90.354801,31.36,59,1.95,4,2,21.39,73.53,0.07,0.3,196.12
2025-10-24,Bhola,Barishal,22.143569,90.790409,29.08,70,1.17,2,2,11.33,66.11,0.04,0.07,190.06
2025-10-24,Bogura,Rajshahi,24.850066,89.372843,30.62,51,1.77,5,5,117.93,161.6,5.88,26.88,548.08
2025-10-24,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,62,2.06,40,3,46.21,94.94,0.7,1.95,253.9
2025-10-24,Chandpur,Chattogram,23.224176,90.6531,30.5,59,0.57,4,3,33.32,82.85,0.32,1.25,212.64
2025-10-24,Chapai Nawabganj,Rajshahi,24.599887,88.285047,30.75,49,2.84,5,5,225.78,136.66,15.73,86.66,907.84
2025-10-24,Chattogram,Chattogram,22.333778,91.834435,30.22,66,2.42,8,2,10.81,59.16,0.28,0.16,188.8
2025-10-24,Chuadanga,Khulna,23.643661,88.846448,31.18,45,2.04,5,5,341.64,262.81,25.99,107.44,1429.21
2025-10-24,Cox's Bazar,Chattogram,21.176647,92.003505,29.14,66,2.96,10,1,5.61,58.3,0.04,0.05,184.73
2025-10-24,Cumilla,Chattogram,23.461061,91.180875,31.1,64,0.61,3,3,43.88,102.1,0.47,1.52,246.82
2025-10-24,Dhaka,Dhaka,23.764386,90.389014,31.98,51,1.54,20,4,55.47,107.72,1.06,5.74,261.12
2025-10-24,Dinajpur,Rangpur,25.626071,88.634623,29.46,58,2.0,20,5,80.99,144.8,4.7,15.74,422.51
2025-10-24,Faridpur,Dhaka,23.604018,89.841554,31.2,47,1.7,6,5,102.27,147.64,2.75,21.22,422.18
2025-10-24,Feni,Chattogram,23.01276,91.404923,30.74,67,1.65,1,3,39.28,115.06,0.71,1.78,248.0
2025-10-24,Gaibandha,Rangpur,25.086001,89.869644,30.76,52,1.65,5,5,90.2,145.99,2.93,9.46,456.51
2025-10-24,Gazipur,Dhaka,23.999756,90.417363,32.01,51,1.54,20,4,52.62,106.51,1.1,4.84,258.58
2025-10-24,Gopalganj,Dhaka,23.004994,89.830318,31.75,52,1.27,1,3,47.39,93.92,0.99,6.98,239.33
2025-10-24,Habiganj,Sylhet,24.374603,91.414027,31.75,60,0.64,2,3,49.22,105.28,1.33,3.87,274.57
2025-10-24,Jamalpur,Mymensingh,24.925587,89.943668,30.7,52,1.23,5,5,100.91,152.46,3.22,13.5,474.23
2025-10-24,Jashore,Khulna,23.166526,89.209442,31.1,49,1.85,5,5,137.96,159.25,6.13,32.7,522.74
2025-10-24,Jhalokathi,Barishal,22.56239,90.174282,31.47,57,1.31,4,2,19.28,69.07,0.07,0.28,190.27
2025-10-24,Jhenaidah,Khulna,23.544696,89.173194,30.99,47,2.11,6,5,271.85,237.3,16.72,77.25,1063.88
2025-10-24,Joypurhat,Rajshahi,25.111402,88.98842,29.62,60,2.1,14,5,123.39,162.63,11.18,44.85,596.73
